Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design asset type),Custom field (Design reference),Custom field (Details),Custom field (Development),Custom field (Entitlement),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Product categorization),Custom field (Project deliverables),Custom field (Project focus),Custom field (Project milestones),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Related projects),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Release drawing to production,HT10200-98,10510,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:42 PM,21/May/25 4:42 PM,,21/May/25 4:42 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5ecaa1c9,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000qf:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_4501_*|*_10137_*:*_1_*:*_0,,,10051,HT10200-76,dyn bldg sols chase 22-45 31st st astoria,Done,21/May/25 4:42 PM
prepare shop drawing drawing,HT10200-97,10509,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:42 PM,21/May/25 4:42 PM,,21/May/25 4:42 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@488e6c2a,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000q7:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_6622_*|*_10137_*:*_1_*:*_0,,,10051,HT10200-76,dyn bldg sols chase 22-45 31st st astoria,Done,21/May/25 4:42 PM
Release drawing to production,HT10200-96,10508,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:41 PM,21/May/25 4:41 PM,,21/May/25 4:41 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1f15349a,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000pz:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_3109_*|*_10137_*:*_1_*:*_0,,,10077,HT10200-77,dynamic bldg solutions record store 30 rock,Done,21/May/25 4:41 PM
prepare shop drawing,HT10200-95,10507,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:41 PM,21/May/25 4:41 PM,,21/May/25 4:41 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@13aa77e8,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000pr:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_6033_*|*_10137_*:*_1_*:*_0,,,10077,HT10200-77,dynamic bldg solutions record store 30 rock,Done,21/May/25 4:41 PM
Release drawing to production,HT10200-94,10506,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:40 PM,21/May/25 4:40 PM,,21/May/25 4:40 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f8eddc6,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000pj:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_4973_*|*_10137_*:*_1_*:*_0,,,10079,HT10200-78,variant services 575 madison ave dental spa louver,Done,21/May/25 4:40 PM
prepare shop drawing,HT10200-93,10505,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:40 PM,21/May/25 4:40 PM,,21/May/25 4:40 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2441e46e,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000pb:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_9814_*|*_10137_*:*_1_*:*_0,,,10079,HT10200-78,variant services 575 madison ave dental spa louver,Done,21/May/25 4:40 PM
Release drawing to production,HT10200-92,10504,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:40 PM,21/May/25 4:40 PM,,21/May/25 4:40 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7f64bc00,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000p3:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_11543_*|*_10137_*:*_1_*:*_0,,,10104,HT10200-79,Mass Merch citadel mockup,Done,21/May/25 4:40 PM
discuss drawing with Manny & Jamie,HT10200-91,10503,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:40 PM,21/May/25 4:40 PM,,21/May/25 4:40 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2abeba35,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000ov:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_16259_*|*_10137_*:*_1_*:*_0,,,10104,HT10200-79,Mass Merch citadel mockup,Done,21/May/25 4:40 PM
prepare shop drawing,HT10200-90,10502,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:39 PM,21/May/25 4:40 PM,,21/May/25 4:40 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@385218c0,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000on:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_29853_*|*_10137_*:*_1_*:*_0,,,10104,HT10200-79,Mass Merch citadel mockup,Done,21/May/25 4:40 PM
Release drawings to Kamil to send to Production,HT10200-89,10175,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,30/Apr/25 11:10 AM,21/May/25 4:39 PM,,02/May/25 11:08 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cd9b76c,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0008n:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_8387557_*|*_10069_*:*_1_*:*_0,,,10165,HT10200-80,versatile 2 black painted alum panels,Done,21/May/25 4:39 PM
Email Drawings to Jamie for Feedback,HT10200-88,10173,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,30/Apr/25 11:09 AM,21/May/25 4:39 PM,,01/May/25 3:12 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4031d729,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0008f:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_7739595_*|*_10069_*:*_1_*:*_0,,,10165,HT10200-80,versatile 2 black painted alum panels,Done,21/May/25 4:39 PM
create the shop drawing (listing) based on measurements of physical unit by Jamie's Office,HT10200-87,10171,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,30/Apr/25 11:09 AM,21/May/25 4:39 PM,,30/Apr/25 1:18 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@198dc72b,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00087:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_9676_*|*_10069_*:*_1_*:*_0,,,10165,HT10200-80,versatile 2 black painted alum panels,Done,21/May/25 4:39 PM
update drawings and re-release dxfs per feedback from Kamil/Charley,HT10200-86,10243,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,06/May/25 10:29 AM,21/May/25 4:38 PM,,06/May/25 10:30 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@14aad459,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000dj:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_9984_*|*_10067_*:*_1_*:*_0,,,10177,HT10200-75,metralite headers po 67253.00,Done,21/May/25 4:38 PM
release drawings to shop for production,HT10200-85,10186,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,30/Apr/25 1:54 PM,21/May/25 4:38 PM,,02/May/25 2:53 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@16e86cfe,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0009z:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_163256615_*|*_10069_*:*_1_*:*_0,,,10177,HT10200-75,metralite headers po 67253.00,Done,21/May/25 4:38 PM
send drawings to Kamil for Feedback,HT10200-84,10184,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,30/Apr/25 1:54 PM,21/May/25 4:38 PM,,02/May/25 11:08 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@574bc3ac,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0009r:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_162829938_*|*_10069_*:*_1_*:*_0,,,10177,HT10200-75,metralite headers po 67253.00,Done,21/May/25 4:38 PM
prep drawings,HT10200-83,10182,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,30/Apr/25 1:54 PM,21/May/25 4:38 PM,,02/May/25 11:10 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@23614b56,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0009j:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_11680666_*|*_10068_*:*_1_*:*_151259531_*|*_10069_*:*_1_*:*_0,,,10177,HT10200-75,metralite headers po 67253.00,Done,21/May/25 4:38 PM
take measurements of headers in shop,HT10200-82,10180,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,30/Apr/25 1:54 PM,21/May/25 4:38 PM,,30/Apr/25 5:08 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54227a66,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0009b:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_11684110_*|*_10067_*:*_1_*:*_0,,,10177,HT10200-75,metralite headers po 67253.00,Done,21/May/25 4:38 PM
discuss details with Kamil,HT10200-81,10178,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,30/Apr/25 1:53 PM,21/May/25 4:38 PM,,30/Apr/25 1:55 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5376015d,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00093:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_58505_*|*_10069_*:*_1_*:*_0,,,10177,HT10200-75,metralite headers po 67253.00,Done,21/May/25 4:38 PM
type up pricing summary for Jamie,HT10200-74,10501,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:31 PM,21/May/25 4:58 PM,,21/May/25 4:58 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d35bce6,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000of:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_1609364_*|*_10137_*:*_1_*:*_0,,,10000,HT10200-62,1e 66th street,Done,21/May/25 4:58 PM
obtain quote,HT10200-73,10500,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:30 PM,21/May/25 4:58 PM,,21/May/25 4:58 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@220ab690,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000o7:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_1630610_*|*_10137_*:*_1_*:*_0,,,10000,HT10200-62,1e 66th street,Done,21/May/25 4:58 PM
obtain quote,HT10200-72,10499,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:30 PM,21/May/25 4:30 PM,,21/May/25 4:30 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5090f2e3,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000nz:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_3271_*|*_10137_*:*_1_*:*_0,,,10075,HT10200-71,hafele door & track hardware,Done,21/May/25 4:30 PM
prepare submittal drawing,HT10200-70,10498,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:28 PM,21/May/25 4:28 PM,,21/May/25 4:28 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@225f374b,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000nr:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_6175_*|*_10137_*:*_1_*:*_0,,,10059,HT10200-63,metralite wilson sonsini 31 w 52nd st - elevator panels,Done,21/May/25 4:28 PM
prepare submittal drawing,HT10200-69,10497,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,21/May/25 4:28 PM,21/May/25 4:28 PM,,21/May/25 4:28 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1c3f09ca,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000nj:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_3413_*|*_10137_*:*_1_*:*_0,,,10039,HT10200-64,80 clarkson st - canopy,Done,21/May/25 4:28 PM
updated drawing per Customer feedback,HT10200-68,10297,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,12/May/25 12:10 PM,21/May/25 4:27 PM,,12/May/25 1:25 PM,,0,submittal,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d6b56fb,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000gf:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_8908_*|*_10069_*:*_1_*:*_0,,,10037,HT10200-65,61 irving national wall,Done,21/May/25 4:27 PM
update drawing per Jamie's feedback,HT10200-67,10261,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,08/May/25 10:00 AM,21/May/25 4:27 PM,,08/May/25 3:47 PM,,0,submittal,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@151554e,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fz:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_20793155_*|*_10067_*:*_1_*:*_0,,,10037,HT10200-65,61 irving national wall,Done,21/May/25 4:27 PM
